population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
0.06,0.81,0.34,0.48,0.85,0.11,0.79,0.79,0.74,0.19,0.07,1.0,0.64,0.86,0.13,0.63,0.26,0.15,0.33,0.62,0.41,0.43,0.41,0.46,0.32,0.34,0.47,0.01,0.06,0.2,0.25,0.51,0.26,0.64,0.46,0.44,0.36,0.45,0.22,0.76,0.26,0.25,0.62,0.82,0.77,0.93,0.78,0.64,0.67,0.02,0.22,0.06,0.39,0.49,0.59,0.59,0.5,0.56,0.6,0.55,0.6,0.2,0.37,0.37,0.62,0.74,0.35,0.69,0.19,0.42,0.5,0.03,0.88,0.61,0.08,0.32,0.56,0.05,0.05,0.45,0.43,0.39,0.66,0.59,0.63,0.56,0.38,0.54,0.42,0.0,0.0,0.54,0.52,0.56,0.42,0.64,0.017,0.15100000000000002,0.9730000000000001,0.173,0.022,0.11000000000000001,0.24,0.15100000000000002,0.655,0.769,0.048,0.071,0.08499999999999999,0.086,0.018,0.514,0.169,0.05,0.21,0.33,0.032,0.025000000000000005,0.682,0.2,0.0,0.13300000000000003,0.13
0.01,0.52,0.01,0.95,0.11,0.03,0.4,0.35,0.19,0.21,0.03,1.0,0.56,0.77,0.3,0.67,0.23,0.1,0.35,0.53,0.52,0.51,0.5,0.12,0.27,0.27,0.66,0.01,0.09,0.06,0.11,0.59,0.1,0.73,0.28,0.46,0.17,0.69,0.38,0.21,0.45,0.43,0.5,0.8,0.84,0.83,0.74,0.54,0.64,0.0,0.05,0.0,0.25,0.2,0.18,0.18,0.07,0.05,0.04,0.04,0.95,0.03,0.16,0.18,0.57,0.58,0.46,0.78,0.06,0.23,0.5,0.01,0.94,0.76,0.29,0.21,0.73,0.13,0.11,0.21,0.23,0.27,0.4,0.37,0.45,0.39,0.37,0.49,0.58,0.0,0.0,0.11,0.47,0.42,0.39,0.5,0.016,0.12999999999999998,0.9720000000000001,0.164,0.03200000000000001,0.139,0.34199999999999997,0.12999999999999998,0.867,0.9020000000000001,0.037000000000000005,0.057999999999999996,0.045,0.065,0.019,0.55,0.172,0.02,0.21,0.13,0.048,0.023,0.8020000000000002,0.2,0.0,0.128,0.12
0.08,0.39,0.14,0.88,0.02,0.01,0.39,0.47,0.29,0.46,0.1,1.0,0.19,0.4,0.07,0.38,0.56,0.52,0.58,0.21,0.2,0.21,0.16,0.16,0.18,0.14,0.21,0.09,0.44,0.42,0.58,0.14,0.52,0.35,0.54,0.32,0.58,0.24,0.66,0.3,0.69,0.71,0.45,0.49,0.5,0.54,0.49,0.48,0.42,0.04,0.27,0.0,0.41,0.39,0.32,0.33,0.02,0.02,0.01,0.01,0.98,0.02,0.2,0.19,0.41,0.42,0.42,0.52,0.12,0.59,0.0,0.07,0.8,0.52,0.79,0.55,0.23,0.41,0.15,0.09,0.08,0.08,0.19,0.2,0.2,0.21,0.58,0.25,0.32,0.04,0.0,0.01,0.75,0.57,0.85,0.82,0.01,0.14,0.98,0.17,0.03,0.19,0.42,0.14,0.93,0.85,0.14,0.05,0.0,0.13,0.07,0.36,0.32,0.06,0.26,0.09,0.02,0.02,0.67,0.0,1.0,0.15,0.59
0.05,0.45,0.07,0.84,0.16,0.18,0.49,0.58,0.44,0.49,0.07,1.0,0.26,0.39,0.19,0.4,0.61,0.6,0.55,0.29,0.24,0.25,0.19,0.18,0.14,0.19,0.19,0.05,0.36,0.46,0.54,0.2,0.61,0.38,0.63,0.41,0.58,0.32,0.47,0.55,0.47,0.49,0.48,0.45,0.48,0.46,0.48,0.34,0.4,0.04,0.44,0.02,0.23,0.28,0.34,0.37,0.12,0.13,0.14,0.14,0.67,0.25,0.27,0.23,0.42,0.48,0.41,0.36,0.16,0.6,0.0,0.07,0.69,0.36,0.53,0.47,0.0,0.29,0.4,0.31,0.29,0.27,0.28,0.38,0.42,0.41,0.55,0.52,0.56,0.01,0.06,0.22,0.75,0.54,0.7,0.71,0.026000000000000002,0.18499999999999997,0.9650000000000001,0.22500000000000003,0.047,0.225,0.388,0.18499999999999997,0.8630000000000001,0.852,0.084,0.11200000000000002,0.10800000000000001,0.14500000000000002,0.03200000000000001,0.47800000000000004,0.254,0.08,0.12,0.09,0.06500000000000002,0.029000000000000005,0.762,0.45,0.0,0.14800000000000005,0.7
0.0,0.52,0.0,0.99,0.01,0.02,0.45,0.44,0.27,0.34,0.02,1.0,0.43,0.64,0.0,0.53,0.43,0.24,0.64,0.4,0.33,0.31,0.0,0.32,0.27,0.13,0.49,0.01,0.22,0.18,0.32,0.26,0.27,0.56,0.68,0.39,0.57,0.33,0.43,0.27,0.38,0.41,0.53,0.8,0.77,0.78,0.86,0.66,0.56,0.0,0.06,0.0,0.07,0.17,0.21,0.21,0.01,0.03,0.03,0.03,0.95,0.02,0.23,0.24,0.55,0.58,0.44,0.72,0.08,0.32,0.5,0.02,0.63,0.69,0.1,0.92,0.5,0.09,0.28,0.12,0.11,0.12,0.27,0.27,0.27,0.32,0.33,0.18,0.14,0.0,0.0,0.07,0.69,0.69,0.64,0.82,0.017,0.32300000000000006,0.9730000000000001,0.328,0.028000000000000004,0.19699999999999998,0.29900000000000004,0.32300000000000006,0.893,0.9020000000000001,0.06200000000000001,0.051000000000000004,0.034999999999999996,0.08000000000000002,0.026000000000000002,0.479,0.307,0.03,0.09,0.01,0.05900000000000001,0.022,0.6869999999999999,0.45,0.0,0.305,0.03
0.01,0.24,0.0,0.99,0.01,0.01,0.27,0.41,0.27,0.71,0.0,0.0,0.22,0.4,0.13,0.58,0.67,0.25,0.44,0.28,0.3,0.29,0.04,0.0,0.15,0.24,0.28,0.01,0.21,0.61,0.6,0.17,0.16,0.48,0.88,0.21,0.86,0.23,0.53,0.29,0.46,0.51,0.28,0.63,0.67,0.66,0.6,0.52,0.58,0.0,0.11,0.0,0.27,0.31,0.3,0.25,0.02,0.02,0.02,0.01,0.96,0.01,0.08,0.07,0.24,0.31,0.22,0.48,0.04,0.48,0.5,0.01,0.83,0.45,0.12,0.46,0.06,0.3,0.43,0.14,0.14,0.14,0.2,0.22,0.23,0.23,0.33,0.39,0.39,0.0,0.0,0.03,0.85,0.64,0.71,0.82,0.020999999999999998,0.252,0.968,0.2760000000000001,0.03,0.189,0.267,0.252,0.9380000000000001,0.9279999999999999,0.047,0.044,0.049,0.06500000000000002,0.028000000000000004,0.515,0.35100000000000003,0.01,0.33,0.03,0.05200000000000001,0.02,0.766,0.35,0.0,0.202,0.06
0.04,0.32,0.03,0.96,0.07,0.02,0.26,0.41,0.25,0.61,0.0,0.0,0.39,0.52,0.13,0.59,0.6,0.2,0.65,0.43,0.39,0.37,0.29,0.29,0.3,0.42,0.38,0.02,0.13,0.44,0.47,0.24,0.29,0.56,0.66,0.4,0.5,0.36,0.42,0.4,0.42,0.43,0.37,0.69,0.73,0.75,0.72,0.62,0.71,0.01,0.16,0.02,0.13,0.13,0.19,0.23,0.06,0.06,0.07,0.08,0.82,0.08,0.1,0.1,0.33,0.41,0.23,0.6,0.05,0.59,0.0,0.07,0.66,0.55,0.04,0.82,0.31,0.11,0.3,0.37,0.35,0.32,0.32,0.37,0.42,0.39,0.39,0.64,0.54,0.0,0.0,0.2,0.76,0.65,0.82,0.79,0.013000000000000001,0.179,0.977,0.22000000000000003,0.018000000000000002,0.133,0.23100000000000004,0.179,0.8720000000000001,0.9010000000000001,0.053000000000000005,0.046000000000000006,0.0,0.06500000000000002,0.019,0.47800000000000004,0.299,0.11,0.07,0.04,0.024,0.015000000000000003,0.7750000000000001,0.1,0.0,0.149,0.1
0.07,0.39,0.01,0.98,0.05,0.02,0.37,0.47,0.28,0.37,0.08,1.0,0.33,0.61,0.23,0.6,0.45,0.34,0.48,0.34,0.32,0.31,0.2,0.15,0.18,0.16,0.26,0.04,0.21,0.21,0.31,0.24,0.35,0.59,0.81,0.3,0.76,0.29,0.5,0.34,0.49,0.51,0.44,0.64,0.68,0.69,0.63,0.67,0.68,0.02,0.13,0.01,0.21,0.22,0.27,0.33,0.03,0.03,0.03,0.03,0.95,0.03,0.18,0.17,0.42,0.48,0.31,0.63,0.06,0.45,0.5,0.04,0.88,0.59,0.31,0.39,0.48,0.16,0.15,0.11,0.09,0.08,0.24,0.25,0.26,0.27,0.36,0.18,0.36,0.02,0.0,0.05,0.82,0.58,0.78,0.77,0.020999999999999998,0.23600000000000004,0.968,0.255,0.027000000000000003,0.17400000000000002,0.259,0.23600000000000004,0.9149999999999998,0.914,0.083,0.033,0.034999999999999996,0.081,0.023,0.5209999999999999,0.36100000000000004,0.07,0.18,0.06,0.05700000000000001,0.02,0.7390000000000001,0.6,0.0,0.194,0.08
0.02,0.46,0.13,0.78,0.48,0.03,0.3,0.41,0.23,0.25,0.04,1.0,0.66,0.8,0.17,0.65,0.21,0.09,0.18,0.72,0.68,0.67,0.58,0.25,0.53,0.58,0.58,0.01,0.08,0.19,0.19,0.66,0.09,0.7,0.3,0.48,0.15,0.78,0.34,0.4,0.36,0.36,0.56,0.86,0.87,0.89,0.78,0.49,0.46,0.0,0.06,0.02,0.27,0.29,0.36,0.42,0.18,0.17,0.19,0.2,0.78,0.08,0.18,0.16,0.46,0.63,0.1,0.75,0.05,0.45,0.5,0.04,0.68,0.63,0.02,0.57,0.88,0.03,0.15,0.38,0.45,0.54,0.62,0.54,0.58,0.55,0.42,0.64,0.42,0.0,0.0,0.28,0.32,0.37,0.42,0.42,0.014000000000000002,0.149,0.9750000000000002,0.174,0.019,0.10300000000000001,0.21600000000000003,0.149,0.703,0.8210000000000001,0.046,0.033,0.11299999999999999,0.066,0.017,0.457,0.13199999999999998,0.03,0.18,0.63,0.039,0.020999999999999998,0.721,0.3,0.0,0.142,0.11
0.0,0.54,0.4,0.46,0.01,0.31,0.46,0.51,0.35,0.56,0.0,0.0,0.15,0.34,0.31,0.27,0.63,0.41,0.34,0.18,0.17,0.25,0.14,0.16,0.62,0.16,0.18,0.03,0.65,0.57,0.67,0.2,0.22,0.37,0.61,0.31,0.6,0.23,0.42,0.38,0.49,0.48,0.58,0.54,0.49,0.7,0.42,0.6,0.59,0.0,0.15,0.01,0.37,0.61,0.68,0.85,0.31,0.44,0.45,0.51,0.73,0.39,0.49,0.45,0.53,0.43,0.68,0.49,0.41,0.53,0.5,0.02,0.69,0.55,0.11,0.64,0.54,0.8,0.42,0.05,0.05,0.07,0.13,0.17,0.18,0.19,0.47,0.41,0.76,0.0,0.0,0.35,0.76,0.45,0.57,0.78,0.027000000000000003,0.28300000000000003,0.9649999999999999,0.29700000000000004,0.03500000000000001,0.22600000000000003,0.25000000000000006,0.28300000000000003,0.6160000000000001,0.82,0.167,0.089,0.009,0.176,0.041999999999999996,0.5209999999999999,0.17900000000000002,0.03,0.1,0.0,0.12,0.03200000000000001,0.627,0.65,0.0,0.23699999999999996,0.15
0.01,0.37,0.68,0.44,0.03,0.03,0.4,0.44,0.26,0.49,0.0,0.0,0.16,0.44,0.28,0.3,0.57,0.44,0.37,0.18,0.2,0.27,0.17,0.31,0.35,0.25,0.24,0.03,0.56,0.42,0.51,0.22,0.44,0.42,0.83,0.32,0.72,0.36,0.62,0.44,0.69,0.69,0.42,0.3,0.28,0.19,0.25,0.67,0.8,0.02,0.56,0.0,0.45,0.43,0.65,0.64,0.06,0.05,0.07,0.06,0.95,0.07,0.24,0.21,0.38,0.36,0.43,0.47,0.16,0.48,0.5,0.02,0.69,0.49,0.19,0.4,0.56,0.63,0.46,0.08,0.08,0.09,0.1,0.15,0.17,0.2,0.51,0.53,0.49,0.0,0.0,0.05,0.8,0.55,0.66,0.72,0.027000000000000003,0.279,0.9640000000000001,0.309,0.039999999999999994,0.266,0.29700000000000004,0.279,0.522,0.7489999999999999,0.328,0.012,0.051000000000000004,0.24000000000000005,0.038,0.5289999999999999,0.20400000000000001,0.04,0.09,0.0,0.11300000000000002,0.028000000000000004,0.701,0.6,0.0,0.211,0.51
0.02,0.37,0.0,0.99,0.04,0.01,0.28,0.26,0.13,0.54,0.03,1.0,0.88,0.53,0.64,0.94,0.47,0.08,0.47,0.98,1.0,1.0,0.0,1.0,0.73,0.0,1.0,0.0,0.04,0.02,0.02,1.0,0.04,0.46,0.09,0.84,0.01,1.0,0.09,0.18,0.24,0.19,0.4,0.92,0.95,0.9,0.75,0.21,0.2,0.0,0.0,0.0,0.4,0.31,0.32,0.28,0.09,0.06,0.06,0.05,0.94,0.02,0.08,0.1,0.41,0.48,0.03,0.89,0.0,0.18,0.5,0.01,0.9,0.82,0.06,0.43,0.42,0.01,0.21,0.45,0.49,0.61,0.34,0.36,0.41,0.35,0.25,0.08,0.17,0.0,0.0,0.09,0.64,0.71,0.83,0.75,0.012,0.175,0.9760000000000002,0.21999999999999997,0.019,0.127,0.22800000000000004,0.175,0.7829999999999998,0.8809999999999999,0.046,0.023,0.0,0.049,0.015,0.5569999999999999,0.23900000000000002,0.03,0.14,0.0,0.029000000000000005,0.019,0.8210000000000001,0.2,0.0,0.18000000000000002,0.02
0.01,0.45,0.02,0.97,0.06,0.02,0.35,0.37,0.23,0.39,0.02,0.78,0.51,0.65,0.15,0.67,0.4,0.08,0.66,0.48,0.44,0.42,0.47,0.0,0.39,0.45,0.48,0.01,0.1,0.2,0.22,0.56,0.32,0.61,0.35,0.59,0.24,0.6,0.35,0.32,0.28,0.32,0.46,0.84,0.85,0.94,0.78,0.51,0.62,0.0,0.03,0.0,0.05,0.06,0.1,0.22,0.01,0.01,0.02,0.03,0.89,0.01,0.13,0.14,0.5,0.51,0.44,0.69,0.04,0.43,0.5,0.05,0.46,0.68,0.13,0.76,0.56,0.08,0.0,0.43,0.43,0.47,0.51,0.59,0.74,0.65,0.55,0.64,0.56,0.0,0.0,0.08,0.33,0.62,0.64,0.42,0.012,0.17099999999999999,0.974,0.215,0.02,0.134,0.24000000000000005,0.17099999999999999,0.8049999999999999,0.883,0.032,0.027999999999999997,0.0,0.039,0.016,0.5509999999999999,0.321,0.07,0.06,0.06,0.031000000000000007,0.017,0.8099999999999999,0.1,0.0,0.154,0.06
0.0,0.56,0.09,0.56,0.18,0.87,0.47,0.5,0.3,0.31,0.0,0.0,0.17,0.55,0.54,0.35,0.47,0.25,0.4,0.22,0.16,0.2,0.19,0.01,0.27,0.16,0.22,0.02,0.54,0.67,0.62,0.16,0.67,0.36,0.48,0.26,0.49,0.26,0.49,0.31,0.5,0.51,0.64,0.63,0.59,0.61,0.66,0.28,0.3,0.0,0.17,0.01,0.57,0.46,0.66,0.7,0.28,0.2,0.26,0.26,0.32,0.36,0.44,0.42,0.59,0.58,0.59,0.54,0.48,0.53,0.5,0.03,0.48,0.55,0.81,0.7,0.56,0.75,0.57,0.06,0.06,0.07,0.13,0.16,0.18,0.17,0.69,0.22,0.21,0.0,0.0,0.21,0.81,0.64,0.72,0.83,0.026000000000000002,0.13800000000000004,0.9640000000000001,0.16399999999999998,0.04000000000000001,0.13000000000000003,0.293,0.13800000000000004,0.776,0.779,0.08900000000000001,0.259,0.032,0.24400000000000005,0.030000000000000006,0.4069999999999999,0.261,0.02,0.14,0.01,0.12500000000000003,0.024,0.687,0.75,0.0,0.092,0.51
0.06,0.21,0.51,0.57,0.04,0.11,0.15,0.25,0.14,1.0,0.07,1.0,0.32,0.12,0.19,0.65,0.94,0.2,0.7,0.33,0.56,0.71,0.2,0.29,0.4,0.38,0.36,0.05,0.29,0.33,0.43,0.34,0.46,0.21,0.13,0.34,0.23,0.4,0.52,0.32,0.48,0.52,0.19,0.37,0.32,0.48,0.43,0.69,0.65,0.05,0.44,0.05,0.33,0.53,0.57,0.66,0.33,0.46,0.46,0.48,0.71,0.29,0.25,0.2,0.23,0.18,0.37,0.61,0.24,0.83,0.0,0.33,0.02,0.65,0.17,0.32,0.75,0.25,0.17,0.18,0.2,0.28,0.44,0.48,0.56,0.5,0.62,0.64,0.39,0.0,0.03,0.42,0.15,0.5,0.57,0.44,0.038,0.27199999999999996,0.953,0.301,0.054000000000000006,0.24700000000000003,0.337,0.27199999999999996,0.7089999999999999,0.727,0.20800000000000002,0.082,0.10300000000000001,0.205,0.079,0.586,0.30400000000000005,0.04,0.27,0.06,0.13699999999999998,0.048,0.703,0.65,0.0,0.24499999999999997,0.58
0.0,0.64,0.01,0.92,0.29,0.03,0.53,0.41,0.37,0.45,0.01,0.91,1.0,0.58,0.4,0.97,0.41,0.07,0.32,1.0,1.0,1.0,0.75,0.0,0.97,0.47,0.34,0.0,0.08,0.04,0.02,1.0,0.18,0.47,0.25,0.88,0.0,1.0,0.12,0.38,0.13,0.13,0.45,0.93,0.95,0.96,0.88,0.3,0.26,0.0,0.04,0.01,0.18,0.17,0.26,0.36,0.11,0.09,0.12,0.16,0.85,0.04,0.18,0.21,0.56,0.58,0.29,0.9,0.0,0.08,1.0,0.01,0.84,0.87,0.05,0.68,0.35,0.0,0.0,1.0,1.0,1.0,0.57,1.0,1.0,1.0,0.58,0.38,0.46,0.0,0.0,0.25,0.54,0.8,0.69,0.77,0.009999999999999998,0.201,0.9790000000000001,0.24899999999999997,0.017,0.146,0.23600000000000004,0.201,0.697,0.78,0.099,0.038,0.08,0.10400000000000001,0.012,0.471,0.34,0.05,0.05,0.41,0.023,0.016000000000000004,0.8010000000000002,0.3,0.0,0.189,0.05
0.01,0.46,0.02,0.91,0.3,0.03,0.32,0.31,0.2,0.55,0.03,1.0,1.0,0.62,0.17,0.96,0.53,0.08,0.46,1.0,1.0,1.0,0.45,0.0,0.61,0.86,1.0,0.0,0.04,0.1,0.1,1.0,0.07,0.51,0.17,0.7,0.02,1.0,0.11,0.32,0.16,0.14,0.44,0.92,0.95,0.98,0.81,0.18,0.17,0.0,0.04,0.02,0.27,0.3,0.3,0.33,0.25,0.24,0.22,0.23,0.73,0.08,0.14,0.15,0.5,0.56,0.17,0.86,0.02,0.18,0.5,0.01,0.92,0.8,0.12,0.47,0.17,0.01,0.14,0.89,1.0,1.0,0.82,0.81,0.97,0.81,0.53,0.36,0.37,0.01,0.0,0.39,0.41,0.8,0.69,0.59,0.012,0.202,0.9790000000000001,0.23800000000000004,0.016999999999999998,0.14300000000000002,0.23000000000000004,0.202,0.674,0.782,0.095,0.03799999999999999,0.08,0.10100000000000002,0.013000000000000001,0.442,0.32599999999999996,0.02,0.17,0.98,0.022000000000000002,0.018000000000000002,0.7289999999999999,0.3,0.0,0.188,0.05
0.04,0.17,0.02,0.98,0.02,0.03,0.2,0.24,0.15,1.0,0.05,1.0,0.24,0.1,0.17,0.67,0.96,0.16,0.97,0.29,0.4,0.39,0.13,0.38,0.27,0.5,0.51,0.02,0.18,0.18,0.3,0.29,0.2,0.23,0.2,0.43,0.24,0.39,0.52,0.21,0.49,0.53,0.15,0.6,0.64,0.64,0.47,0.6,0.76,0.01,0.06,0.02,0.12,0.13,0.12,0.15,0.06,0.06,0.05,0.05,0.89,0.04,0.05,0.05,0.16,0.18,0.17,0.67,0.05,0.79,0.0,0.13,0.42,0.65,0.04,0.17,0.71,0.15,0.0,0.16,0.15,0.15,0.32,0.33,0.36,0.34,0.58,0.55,0.22,0.0,0.0,0.21,0.06,0.48,0.56,0.37,0.029000000000000005,0.303,0.9620000000000001,0.325,0.040999999999999995,0.255,0.298,0.303,0.892,0.932,0.05900000000000001,0.033,0.089,0.06699999999999999,0.037000000000000005,0.6,0.29100000000000004,0.03,0.27,0.04,0.12300000000000003,0.030000000000000006,0.7250000000000001,0.5,0.0,0.26400000000000007,0.21
0.32,0.66,0.19,0.35,1.0,0.46,0.48,0.52,0.35,0.32,0.33,1.0,0.25,0.45,0.26,0.31,0.42,1.0,0.46,0.24,0.21,0.29,0.2,0.14,0.16,0.27,0.28,0.4,0.57,0.61,0.58,0.23,0.7,0.31,0.26,0.45,0.45,0.35,0.61,0.53,0.64,0.65,0.8,0.47,0.5,0.55,0.54,0.23,0.18,0.2,0.44,0.32,0.32,0.47,0.6,0.71,0.51,0.66,0.76,0.83,0.36,0.73,0.82,0.73,0.68,0.57,0.78,0.29,0.77,0.64,0.0,0.2,0.81,0.36,0.36,0.22,0.65,0.29,0.39,0.22,0.24,0.26,0.33,0.34,0.38,0.35,0.67,0.51,0.24,0.3,0.14,0.67,0.53,0.4,0.65,0.7,0.04,0.09,0.95,0.12,0.11,0.18,0.61,0.09,0.31,0.84,0.23,0.03,0.0,0.18,0.07,0.57,0.66,0.15,0.34,0.11,0.16,0.09,0.87,0.5,0.81,0.16,0.65
0.12,0.46,0.26,0.66,0.47,0.11,0.3,0.36,0.21,0.45,0.13,1.0,0.78,0.69,0.23,0.75,0.44,0.11,0.53,0.82,0.84,0.91,0.43,0.37,0.64,0.45,0.6,0.03,0.09,0.16,0.19,0.76,0.24,0.6,0.24,0.73,0.13,0.85,0.23,0.38,0.3,0.28,0.44,0.81,0.73,0.89,0.77,0.36,0.4,0.03,0.18,0.1,0.43,0.51,0.52,0.51,0.54,0.57,0.52,0.48,0.65,0.19,0.21,0.21,0.46,0.51,0.36,0.69,0.12,0.46,0.5,0.07,0.85,0.66,0.12,0.47,0.31,0.06,0.15,0.75,0.8,0.84,0.55,0.62,0.89,0.63,0.34,0.55,0.78,0.31,0.0,0.54,0.67,0.73,0.69,0.73,0.017,0.23500000000000001,0.9730000000000001,0.268,0.019,0.148,0.21200000000000002,0.23500000000000001,0.6,0.7330000000000001,0.10600000000000001,0.046,0.0,0.10600000000000001,0.017000000000000005,0.39899999999999997,0.30900000000000005,0.09,0.23,1.0,0.028000000000000004,0.023,0.6769999999999999,0.3,0.0,0.207,0.1
0.02,0.59,0.13,0.45,0.03,0.78,0.51,0.54,0.37,0.39,0.0,0.0,0.16,0.49,1.0,0.35,0.52,0.44,0.24,0.16,0.17,0.26,0.15,0.16,0.1,0.15,0.18,0.04,0.6,0.69,0.66,0.21,0.52,0.46,0.34,0.39,0.5,0.28,0.43,0.31,0.42,0.44,0.68,0.68,0.61,0.74,0.72,0.49,0.45,0.01,0.22,0.01,0.3,0.26,0.33,0.45,0.15,0.11,0.13,0.16,0.36,0.42,0.58,0.54,0.6,0.54,0.66,0.48,0.52,0.56,0.0,0.04,0.61,0.52,0.56,0.66,0.48,0.87,0.28,0.04,0.04,0.06,0.13,0.16,0.18,0.17,0.41,0.34,0.37,0.0,0.0,0.2,0.8,0.52,0.63,0.77,0.027000000000000003,0.142,0.9630000000000001,0.16599999999999998,0.040999999999999995,0.13199999999999998,0.29,0.142,0.783,0.7669999999999999,0.054000000000000006,0.31100000000000005,0.032,0.255,0.03500000000000001,0.41400000000000003,0.27,0.04,0.14,0.0,0.12300000000000003,0.025,0.667,0.65,0.0,0.099,0.23
0.01,0.42,0.02,0.91,0.21,0.16,0.29,0.4,0.26,0.68,0.03,1.0,0.44,0.51,0.08,0.64,0.7,0.13,0.58,0.46,0.44,0.43,0.4,0.0,0.38,0.45,0.44,0.0,0.07,0.51,0.56,0.23,0.29,0.51,0.53,0.2,0.4,0.3,0.24,0.4,0.31,0.29,0.44,0.74,0.76,0.84,0.65,0.43,0.46,0.0,0.06,0.02,0.29,0.31,0.33,0.34,0.4,0.38,0.36,0.35,0.49,0.31,0.17,0.18,0.46,0.48,0.45,0.55,0.1,0.48,0.5,0.01,0.92,0.54,0.04,0.36,0.23,0.07,0.15,0.53,0.48,0.42,0.46,0.51,0.66,0.53,0.31,0.54,1.0,0.0,0.0,0.59,0.59,0.8,0.77,0.77,0.014000000000000002,0.22600000000000003,0.975,0.265,0.015999999999999997,0.127,0.191,0.22600000000000003,0.7990000000000002,0.959,0.043,0.020999999999999998,0.0,0.043000000000000003,0.019999999999999997,0.548,0.209,0.01,0.56,0.26,0.025,0.016,0.726,0.1,0.0,0.182,0.05
0.0,0.26,0.03,0.93,0.09,0.1,0.22,0.38,0.23,0.74,0.02,1.0,0.35,0.44,0.18,0.58,0.72,0.28,0.53,0.43,0.48,0.46,0.84,0.15,0.41,0.32,0.35,0.01,0.16,0.19,0.34,0.23,0.16,0.52,0.04,0.22,0.13,0.35,0.44,0.51,0.48,0.48,0.31,0.54,0.56,0.61,0.46,0.08,0.37,0.0,0.17,0.01,0.11,0.21,0.2,0.23,0.06,0.1,0.09,0.1,0.77,0.05,0.16,0.14,0.29,0.32,0.27,0.53,0.1,0.46,0.5,0.13,0.0,0.52,0.04,0.81,0.27,0.08,0.0,0.32,0.33,0.36,0.53,0.56,0.61,0.57,0.64,0.55,0.86,0.0,0.0,0.24,0.43,0.71,0.78,0.72,0.012,0.18,0.975,0.21800000000000003,0.016000000000000004,0.11800000000000002,0.201,0.18,0.7969999999999999,0.873,0.047,0.03,0.0,0.05,0.015,0.507,0.233,0.0,0.43,0.71,0.025,0.015,0.755,0.0,0.0,0.153,0.13
0.36,0.34,0.61,0.41,0.11,0.16,0.41,0.6,0.39,0.36,0.37,1.0,0.18,0.42,0.11,0.37,0.43,0.81,0.42,0.2,0.22,0.3,0.21,0.17,0.17,0.18,0.21,0.48,0.62,0.38,0.54,0.29,0.58,0.41,0.57,0.58,0.48,0.37,0.73,0.79,0.72,0.75,0.5,0.06,0.11,0.08,0.03,0.41,0.38,0.55,1.0,0.1,0.35,0.37,0.42,0.46,0.15,0.14,0.15,0.15,0.76,0.16,0.37,0.26,0.33,0.43,0.3,0.32,0.13,0.6,0.0,0.4,0.7,0.3,0.73,0.4,0.0,0.47,0.3,0.14,0.12,0.09,0.32,0.31,0.32,0.31,0.84,0.51,0.78,0.17,0.0,0.18,0.71,0.44,0.78,0.76,0.13,0.26,0.87,0.31,0.23,0.38,0.49,0.26,0.62,0.64,0.34,0.19,0.15,0.36,0.12,0.43,0.6,0.1,0.54,0.6,0.3,0.18,0.73,1.0,0.56,0.34,0.48
